id,n_authors,len_char_title,len_word_title,len_char_abstract,len_word_abstract,n_keywords,ref_len,ref_latest,num_recent_refs,contains_ml_keyword,avg_sent_len,abs_glove_avg,contains_sota,avg_ref_length,num_sections,contains_appendix,fig_tab_eqn_count,contains_table,contains_figure,contains_equation,iclr_references,label,ref_latest_depth
2020_B1xfElrKPr,6,84,11,947,124,4,21,2019,12,1,26.833333333333332,0.06713737547397614,1,51,17,1,20,1,1,1,1,Reject,2
2020_SyeD0RVtvS,5,57,9,1096,164,3,46,2019,31,1,28.142857142857142,0.06147541105747223,1,56,15,1,15,1,1,1,1,Reject,2
2020_ryeFzT4YPr,5,57,9,1322,189,4,58,2019,39,0,31.571428571428573,0.0568753145635128,1,233,23,0,19,0,1,0,0,Reject,2
2020_H1lTUCVYvH,2,80,9,1480,204,4,36,2020,30,1,26.333333333333332,0.04476679861545563,1,425,13,1,12,1,1,1,0,Reject,1
2019_BJxOHs0cKm,4,56,6,650,102,4,39,2018,31,0,29.25,0.0512569323182106,0,21,15,1,11,0,1,1,8,Reject,2
2019_SygxYoC5FX,2,119,14,956,132,3,22,2018,18,1,30.4,0.060317929834127426,1,379,15,0,7,1,1,0,0,Reject,2
2020_B1lDoJSYDH,4,56,6,779,116,4,41,2019,30,1,21.833333333333332,0.07221831381320953,0,57,11,1,30,1,1,1,2,Accept,2
2019_B1e9csRcFm,4,113,15,1062,160,3,21,2018,13,0,28.833333333333332,0.06943415850400925,0,38,18,1,10,0,1,0,0,Reject,2
2018_rkLyJl-0-,3,78,11,1390,209,2,41,2017,33,1,31.125,0.07428684085607529,0,154,19,1,21,1,1,1,2,Accept,2
2020_SJe5P6EYvS,3,14,2,1023,159,2,49,2019,39,1,25.428571428571427,0.05911479517817497,1,29,16,1,19,1,1,1,0,Accept,2
2017_Syoiqwcxx,3,41,7,1027,173,4,24,2017,17,0,20.88888888888889,0.06226875260472298,0,355,12,1,16,1,1,1,3,Reject,1
2018_SywXXwJAb,4,99,13,1425,209,7,43,2017,26,1,30.25,0.06163005903363228,0,171,18,1,103,0,1,1,1,Accept,2
2020_BJeUs3VFPH,2,50,6,954,141,5,29,2019,19,0,19.875,0.06882494688034058,0,62,15,1,50,1,1,1,0,Reject,2
2020_BygzbyHFvB,6,64,8,1142,163,0,50,2020,42,1,33.0,0.052277956157922745,1,24,15,1,14,1,0,1,6,Accept,1
2019_BJxbYoC9FQ,3,43,4,557,77,5,23,2017,19,1,30.666666666666668,0.048787832260131836,1,180,12,1,10,1,1,0,0,Reject,3
2020_SklOUpEYvB,3,63,7,1314,182,3,24,2019,22,0,26.625,0.05551794543862343,0,25,17,1,11,1,1,0,0,Accept,2
2018_rkfOvGbCW,10,33,3,1068,162,0,43,2017,36,1,27.285714285714285,0.06800205260515213,0,34,17,1,17,1,1,1,0,Accept,2
2018_ByquB-WC-,3,91,14,893,133,3,13,2017,11,0,23.428571428571427,0.057544827461242676,1,23,20,1,21,1,1,1,0,Reject,2
2019_ryfaViR9YX,1,83,10,772,126,4,16,2018,15,1,27.8,0.06823021918535233,0,362,16,1,14,0,1,1,0,Reject,2
2020_B1x1MerYPB,7,67,10,1296,176,3,56,2019,45,1,35.0,0.035018518567085266,0,57,13,1,18,1,1,1,5,Reject,2
2018_rkZzY-lCb,3,71,11,1033,154,4,31,2017,23,1,28.666666666666668,0.06437987089157104,0,25,18,1,15,1,1,1,1,Reject,2
2017_Sywh5KYex,3,46,6,1419,209,3,30,2016,20,1,29.25,0.07616116851568222,0,277,10,0,20,1,1,0,0,Reject,2
2018_H1LAqMbRW,2,85,11,812,118,6,30,2017,25,0,29.6,0.05207615718245506,0,618,12,0,12,0,1,0,2,Reject,2
2018_SJ60SbW0b,6,48,6,1052,149,6,38,2017,24,1,23.857142857142858,0.07868723571300507,0,573,18,1,11,1,1,1,0,Reject,2
2019_BkMq0oRqFQ,1,51,5,726,102,4,17,2019,16,1,18.285714285714285,0.055161431431770325,0,199,20,1,22,1,1,1,0,Reject,1
2018_rJIgf7bAZ,3,62,8,1290,195,4,27,2018,14,1,24.22222222222222,0.07131914049386978,0,34,11,1,9,0,1,1,0,Reject,1
2019_HJgOl3AqY7,3,76,8,1716,240,10,26,2018,18,0,24.333333333333332,0.07144610583782196,0,251,11,1,10,1,1,0,2,Reject,2
2020_rylBK34FDS,3,96,11,1106,159,3,57,2019,46,0,22.875,0.07042145729064941,0,39,15,1,36,1,1,1,1,Accept,2
2020_H1lyiaVFwB,4,52,8,810,119,3,32,2019,22,1,24.0,0.04038223624229431,0,389,13,0,8,1,1,0,0,Reject,2
2019_B1euhoAcKX,3,70,9,1032,160,3,45,2018,29,1,22.5,0.06096471846103668,0,41,12,1,15,1,1,1,2,Reject,2
2019_HJlfAo09KX,3,73,9,1049,158,3,38,2018,33,1,45.0,0.07644233107566833,0,57,21,1,6,0,1,1,0,Reject,2
2019_B1x5KiCcFX,2,71,8,1121,163,4,47,2018,31,1,22.625,0.054446496069431305,0,72,18,0,9,0,1,0,1,Reject,2
2020_BylQSxHFwr,7,59,7,899,126,2,39,2020,34,0,20.0,0.060126129537820816,1,173,17,1,11,1,1,0,10,Accept,1
2020_H1e552VKPr,3,73,9,1277,194,6,26,2019,23,1,21.6,0.06835523247718811,1,28,13,1,20,1,1,1,5,Reject,2
2018_SySisz-CW,3,104,16,1044,147,3,29,2017,24,1,27.666666666666668,0.04697157070040703,0,71,15,1,30,0,1,1,0,Reject,2
2019_HkeoOo09YX,3,42,5,978,123,2,70,2018,51,1,30.6,0.06300337612628937,0,51,32,1,25,1,1,1,9,Accept,2
2019_SygvZ209F7,4,70,8,1455,209,4,26,2018,17,0,22.666666666666668,0.05796251446008682,0,173,11,0,14,1,1,1,0,Accept,2
2019_BJe1E2R5KX,6,93,10,1162,161,3,76,2019,58,1,25.5,0.05935818329453468,1,93,28,1,52,1,1,1,2,Accept,1
2020_HygQ7TNtPr,3,38,4,1155,151,4,54,2019,43,1,26.428571428571427,0.055125828832387924,1,306,18,1,19,1,1,1,0,Reject,2
2018_HyI6s40a-,4,84,11,1595,216,3,33,2017,27,1,29.0,0.05459032952785492,1,394,10,1,21,1,1,0,0,Reject,2
2018_SkZ-BnyCW,2,62,8,1014,148,2,41,2017,30,0,27.5,0.06263931095600128,1,35,15,1,21,1,1,1,0,Reject,2
2019_HkfwpiA9KX,3,33,4,586,84,3,18,2018,11,0,33.333333333333336,0.070767842233181,0,22,16,0,24,1,1,1,0,Reject,2
2020_r1ltnp4KwS,8,83,8,1295,185,5,45,2019,43,1,24.88888888888889,0.05213875323534012,0,45,19,1,22,1,1,1,2,Reject,2
2020_BJxVT3EKDH,3,49,6,1714,257,3,11,2019,5,0,21.0,0.032745763659477234,0,24,15,0,19,1,1,1,0,Reject,2
2019_r1lWUoA9FQ,5,36,4,833,125,3,45,2018,34,1,19.857142857142858,0.04085007682442665,0,25,17,1,37,0,1,1,1,Accept,2
2020_Sye2s2VtDr,3,82,10,1550,224,3,25,2018,19,1,20.153846153846153,0.0505610927939415,0,80,16,0,13,1,1,0,0,Reject,3
2019_r1l9Nj09YQ,3,51,5,958,144,4,35,2018,19,1,31.8,0.044332657009363174,0,28,13,0,9,1,1,1,0,Reject,2
2020_r1gEXgBYDH,7,85,10,1216,168,4,51,2019,47,1,21.333333333333332,0.047582969069480896,0,55,14,1,15,1,1,1,2,Reject,2
2020_SygagpEKwB,6,52,7,1230,164,0,64,2019,54,0,22.77777777777778,0.0547356978058815,1,150,13,1,42,1,1,1,7,Accept,2
2019_H1fsUiRcKQ,5,54,6,1098,167,3,24,2017,20,0,21.11111111111111,0.07244691997766495,0,134,15,1,14,1,1,1,0,Reject,3
2017_HkEI22jeg,8,78,10,1197,166,2,24,2016,7,1,26.285714285714285,0.07815016061067581,0,37,14,0,13,0,1,0,0,Accept,2
2020_BJgqQ6NYvB,6,63,8,1181,158,3,43,2019,36,1,25.0,0.05403992161154747,1,49,24,1,26,1,1,1,0,Accept,2
2019_HyxhusA9Fm,6,74,13,812,129,3,49,2018,40,1,26.666666666666668,0.05460548773407936,0,55,31,1,22,1,1,0,0,Reject,2
2020_Byl1W1rtvH,4,58,6,940,122,6,60,2019,46,1,37.75,0.05376031994819641,1,50,16,1,23,1,1,0,7,Reject,2
2020_r1ecqn4YwB,4,82,11,1334,191,2,44,2020,25,1,33.0,0.051131997257471085,1,34,35,1,74,1,1,1,0,Accept,1
2017_HycUbvcge,6,47,5,1177,159,3,21,2016,13,0,27.571428571428573,0.058222100138664246,0,29,19,1,12,1,1,1,0,Reject,2
2020_rkgIW1HKPB,4,67,7,1205,164,4,38,2019,20,1,31.666666666666668,0.06841275095939636,1,53,26,1,24,1,1,0,3,Reject,2
2020_HkgqmyrYDH,2,45,6,1747,266,3,5,2014,1,0,21.4,0.05374864116311073,0,16,6,0,0,0,0,0,0,Reject,7
2018_HJ39YKiTb,2,86,10,1172,160,5,15,2017,11,0,25.285714285714285,0.06848888099193573,0,305,18,1,28,1,1,1,0,Reject,2
2019_rJlDnoA5Y7,2,86,12,1194,181,4,43,2018,36,1,26.75,0.06806737184524536,1,40,17,1,16,1,1,1,3,Accept,2
2020_Skxuk1rFwB,8,74,10,1199,170,3,55,2019,55,1,28.142857142857142,0.050388649106025696,0,76,20,1,29,1,1,1,8,Accept,2
2019_rygZJ2RcF7,5,47,5,1394,214,7,32,2018,29,1,30.0,0.06908061355352402,0,51,7,0,15,0,1,0,0,Reject,2
2018_r1wEFyWCW,8,83,10,1062,156,3,29,2017,24,1,27.285714285714285,0.05171637237071991,1,117,11,1,11,1,1,1,1,Accept,2
2019_HkekMnR5Ym,3,34,4,850,136,7,39,2018,24,1,30.8,0.06407865881919861,0,25,21,1,15,1,1,0,2,Reject,2
2020_rkl2s34twS,6,77,10,1114,171,0,41,2019,33,1,24.666666666666668,0.05392640084028244,0,56,27,1,26,1,1,1,0,Reject,2
2020_rJxtgJBKDr,3,116,17,1168,176,5,28,2019,24,1,29.285714285714285,0.06841780990362167,0,30,13,1,24,1,1,0,4,Accept,2
2019_HygsfnR9Ym,8,71,9,1222,201,2,49,2018,35,0,28.875,0.05396076291799545,0,48,24,1,15,1,1,1,0,Accept,2
2020_ByeNra4FDB,2,30,4,777,108,3,35,2019,30,1,23.166666666666668,0.052682600915431976,0,37,19,1,26,1,1,0,8,Accept,2
2020_Hye00pVtPS,3,126,15,814,121,3,8,2017,6,1,22.5,0.06176649034023285,0,41,13,1,10,1,1,0,0,Reject,4
2018_BkpiPMbA-,3,50,6,1421,203,4,14,2017,12,1,21.272727272727273,0.04218752309679985,0,182,26,1,18,1,1,0,2,Accept,2
2019_Hye9lnCct7,3,66,7,1468,208,2,38,2018,35,1,28.75,0.06230166554450989,0,71,21,1,12,0,1,0,0,Accept,2
2020_Syxp-1HtvB,3,85,11,1221,171,3,32,2019,31,1,32.0,0.06117449328303337,0,434,29,1,2,0,1,1,6,Reject,2
2018_rkQu4Wb0Z,4,96,11,1116,151,3,18,2017,10,0,25.0,0.05421452596783638,0,259,20,1,24,1,1,1,0,Reject,2
2018_S1viikbCW,4,80,11,1525,237,0,29,2017,25,1,26.0,0.058187294751405716,0,11,19,1,6,0,1,0,0,Reject,2
2020_BkgF4kSFPB,4,62,7,1666,238,3,29,2020,25,1,26.09090909090909,0.07021330296993256,0,8,15,1,8,1,1,0,0,Reject,1
2019_H1ERcs09KQ,3,48,4,1513,203,3,35,2017,16,0,28.875,0.044089220464229584,0,38,24,1,24,1,1,1,1,Reject,3
2020_ryguP1BFwr,3,83,11,1224,190,3,37,2019,27,1,25.444444444444443,0.05961330235004425,0,62,16,1,5,0,1,1,0,Reject,2
2018_HyUNwulC-,2,63,8,1043,163,7,21,2017,15,1,32.333333333333336,0.05448944494128227,1,24,16,0,5,1,1,1,1,Accept,2
2020_BygSZAVKvr,5,82,9,1523,212,2,33,2019,29,1,29.77777777777778,0.0716264396905899,1,39,11,0,25,1,1,1,6,Reject,2
2017_HyM25Mqel,7,53,7,483,62,2,25,2016,19,0,36.5,0.05341924726963043,0,79,18,1,33,0,1,1,1,Accept,2
2017_SkJeEtclx,5,47,5,1271,195,3,33,2016,28,1,30.571428571428573,0.036541517823934555,1,47,10,0,8,1,1,0,3,Reject,2
2018_rJFOptp6Z,3,97,12,1357,195,5,30,2017,28,0,22.5,0.06293735653162003,0,33,18,0,0,0,0,0,5,Reject,2
2020_SkeFl1HKwr,2,77,12,866,130,3,38,2019,31,1,29.0,0.06056590378284454,0,59,15,1,23,1,1,0,7,Accept,2
2019_BklMYjC9FQ,3,61,7,807,117,2,40,2018,37,1,21.333333333333332,0.05007454752922058,0,264,17,1,19,1,1,1,1,Reject,2
2018_ryzm6BATZ,2,115,13,926,137,6,14,2017,11,1,27.0,0.06281588226556778,0,103,21,1,37,1,1,1,0,Reject,2
2018_SkqV-XZRZ,4,20,2,1000,143,0,35,2017,29,1,25.857142857142858,0.055196814239025116,1,46,9,1,16,1,1,1,1,Reject,2
2020_SkeWc2EKPH,5,84,10,1473,209,3,49,2018,25,1,30.375,0.05845038592815399,1,42,30,1,43,1,1,1,0,Reject,3
2019_ByxZdj09tX,1,158,23,815,122,7,6,2013,2,0,29.4,0.06035752594470978,0,17,6,1,41,1,1,1,0,Reject,7
2017_r1nTpv9eg,6,71,9,1364,207,2,41,2016,37,1,31.714285714285715,0.06149924919009209,0,42,15,0,12,0,1,0,1,Accept,2
2019_HJMghjA9YX,3,38,5,727,108,5,30,2017,14,0,22.8,0.04188759624958038,0,327,17,1,12,1,1,1,1,Reject,3
2020_BkgRe1SFDS,5,72,8,1062,158,5,67,2019,48,0,36.8,0.06973164528608322,0,54,16,1,10,1,1,1,2,Reject,2
2020_BJlnmgrFvS,7,74,10,1009,150,3,35,2019,31,1,36.6,0.05196082219481468,1,79,14,1,11,1,1,0,0,Reject,2
2019_rJg8yhAqKm,8,64,9,1036,154,4,51,2019,36,1,21.625,0.05082755535840988,0,60,23,1,22,1,1,1,3,Accept,1
2020_BJlxdCVKDB,6,85,12,1349,206,2,31,2019,19,0,26.22222222222222,0.03960258141160011,0,38,4,0,0,0,0,0,2,Reject,2
2018_ryH20GbRW,4,100,12,1009,152,4,50,2017,36,1,24.142857142857142,0.07772739231586456,0,50,9,1,14,0,1,1,0,Accept,2
2017_SJGPL9Dex,2,63,7,1468,216,3,23,2016,11,1,24.9,0.06823413074016571,0,199,14,1,11,0,1,1,0,Accept,2
2019_BJlXUsR5KQ,4,70,8,1042,158,3,16,2017,9,1,29.333333333333332,0.05028684064745903,1,29,8,0,11,0,1,1,0,Reject,3
2019_HkzRQhR9YX,4,85,9,1151,165,3,27,2018,14,1,24.125,0.05833974853157997,0,51,20,1,14,0,1,1,0,Accept,2
2020_rkevSgrtPr,1,66,10,1577,274,3,33,2019,12,0,21.8,0.07638518512248993,0,82,14,1,2,0,0,1,1,Accept,2
2020_Bklrea4KwS,2,55,7,1253,185,2,21,2019,11,1,19.0,0.05761006847023964,0,6,8,1,22,1,1,1,0,Reject,2
2019_rygunsAqYQ,2,38,4,615,94,2,55,2017,32,0,25.5,0.07502326369285583,0,52,17,0,7,1,1,0,0,Reject,3
2017_BJm4T4Kgx,3,37,5,1282,215,2,18,2016,17,1,30.0,0.04442109540104866,0,40,16,1,15,1,1,0,2,Accept,2
2020_SJlWyerFPS,7,108,16,1485,217,5,56,2019,53,1,37.42857142857143,0.04514632374048233,1,106,19,1,14,1,1,0,3,Reject,2
2019_HJGtFoC5Fm,4,51,8,1082,148,7,55,2018,43,1,20.77777777777778,0.07093210518360138,0,190,31,0,94,1,1,1,1,Reject,2
2020_HkxcUxrFPS,5,52,7,920,129,2,29,2018,25,0,26.333333333333332,0.05904286354780197,1,27,14,0,5,1,1,0,0,Reject,3
2019_r1VPNiA5Fm,4,68,9,899,118,5,16,2018,10,1,50.333333333333336,0.08049473166465759,0,236,19,0,31,0,1,1,1,Reject,2
2020_S1xJikHtDH,3,88,10,1414,206,4,29,2019,29,1,34.857142857142854,0.05177527293562889,0,37,17,1,15,1,1,0,2,Reject,2
2020_SkxxtgHKPS,3,80,11,1693,272,5,52,2019,37,1,22.133333333333333,0.055558547377586365,0,268,26,1,21,0,1,1,3,Accept,2
2018_SybqeKgA-,3,77,14,1274,190,2,14,2017,10,1,23.2,0.06721274554729462,0,226,19,1,34,1,1,1,0,Reject,2
2018_r1lUOzWCW,4,21,3,1111,172,6,62,2018,45,1,31.833333333333332,0.046534400433301926,0,207,31,1,18,1,1,1,9,Accept,1
2018_Bk-ofQZRb,2,38,5,811,115,3,16,2016,8,1,19.428571428571427,0.08048789948225021,0,250,10,0,5,1,1,1,0,Reject,3
2018_SyrGJYlRZ,3,40,7,1171,178,3,42,2017,29,1,23.333333333333332,0.06751575320959091,1,30,23,1,30,1,1,1,0,Reject,2
2019_HJgXsjA5tQ,3,82,16,404,62,3,50,2018,44,1,37.5,0.07601739466190338,0,121,13,1,37,1,1,1,5,Accept,2
2020_r1xQNlBYPS,3,39,4,1631,238,3,26,2019,24,0,23.25,0.06466502696275711,0,33,12,1,14,1,1,1,1,Reject,2
2017_BJ46w6Ule,2,24,3,648,100,0,19,2016,4,0,18.166666666666668,0.06234031170606613,0,19,23,0,12,0,1,1,2,Reject,2
2018_HJdXGy1RW,4,79,11,1251,172,3,29,2017,25,1,22.0,0.06030486524105072,0,37,12,0,16,1,1,1,2,Reject,2
2020_Hye87grYDH,5,69,8,997,135,6,51,2020,47,1,24.714285714285715,0.05791904777288437,1,40,24,1,12,1,1,0,1,Reject,1
2020_BJluxREKDB,4,82,9,567,84,7,65,2019,43,0,22.5,0.07206722348928452,0,63,20,1,17,0,1,1,2,Accept,2
2020_r1xH5xHYwH,3,111,15,855,131,4,23,2019,17,1,31.2,0.0555904246866703,0,32,4,0,0,0,0,0,1,Reject,2
2020_BJe4PyrFvB,3,57,8,653,114,2,26,2019,24,0,18.571428571428573,0.0712512731552124,0,69,11,1,14,1,1,0,8,Reject,2
2017_ryh_8f9lg,4,43,5,1052,174,0,14,2015,3,1,19.6,0.04387529939413071,0,28,8,0,14,1,1,1,0,Reject,3
2020_r1xapAEKwS,2,81,12,1011,145,3,24,2018,9,1,21.25,0.06477755308151245,0,57,14,1,19,1,1,1,0,Reject,3
2018_SJLy_SxC-,5,40,7,1372,190,5,27,2017,24,1,28.625,0.06557772308588028,1,42,24,1,20,1,1,0,3,Reject,2
2020_SkgGCkrKvH,4,68,7,718,110,0,51,2020,34,1,33.25,0.07112399488687515,0,67,16,1,22,1,1,0,2,Accept,1
2020_SJx9ngStPH,3,81,9,921,133,3,33,2020,30,0,25.571428571428573,0.05030341073870659,1,62,24,1,37,1,1,0,13,Accept,1
2020_r1lOgyrKDS,4,78,9,1005,145,6,64,2019,57,0,23.428571428571427,0.07022169232368469,0,58,15,1,22,1,1,1,6,Accept,2
2020_ByljMaNKwB,3,62,7,894,129,3,48,2019,29,1,31.0,0.0632050484418869,1,42,16,1,13,1,1,1,1,Reject,2
2020_rJgUfTEYvH,7,73,10,1008,148,3,55,2020,52,0,34.6,0.059644557535648346,0,47,24,1,29,1,1,1,3,Accept,1
2019_Bkg8jjC9KQ,6,83,12,1443,209,4,59,2019,38,1,32.25,0.05982661247253418,0,331,1,1,9,1,1,1,4,Accept,1
2018_ryZERzWCZ,3,100,12,696,95,3,35,2017,32,0,23.6,0.05620824173092842,0,42,27,1,14,0,1,1,0,Reject,2
2018_SJD8YjCpW,2,67,7,952,143,11,10,2017,8,1,24.571428571428573,0.07804244756698608,0,177,17,0,17,0,1,1,0,Reject,2
2020_Hke_f0EYPH,5,59,8,768,108,0,40,2019,38,1,20.5,0.03167453408241272,1,100,24,1,29,1,1,1,3,Reject,2
2019_ByzcS3AcYX,3,63,8,1514,216,2,33,2018,30,1,22.25,0.0586581788957119,1,28,15,1,15,1,1,1,3,Accept,2
2018_BJB7fkWR-,4,76,10,553,79,3,30,2016,17,0,18.6,0.05154336616396904,0,23,17,0,11,0,1,1,0,Reject,3
2020_BkxgrAVFwH,7,51,4,780,115,3,43,2019,42,1,27.4,0.05125901848077774,0,61,17,1,38,1,1,1,2,Reject,2
2017_Hkg4TI9xl,2,90,11,685,91,1,39,2016,20,0,21.8,0.060220904648303986,0,33,16,0,14,1,1,0,2,Accept,2
2019_Byxr73R5FQ,3,76,11,1299,183,1,27,2017,13,1,19.545454545454547,0.04792233929038048,0,64,20,1,37,1,1,1,0,Reject,3
2019_HklVTi09tm,4,87,11,1181,166,0,17,2029,15,1,20.666666666666668,0.08188394457101822,0,107,18,0,10,1,1,0,0,Reject,-9
2017_SyWvgP5el,4,68,10,1126,164,2,40,2016,21,1,30.833333333333332,0.07219235599040985,0,39,14,1,19,1,1,0,0,Accept,2
2019_SJzwvoCqF7,5,84,13,878,130,3,38,2018,26,1,29.8,0.06461763381958008,0,70,16,1,13,1,1,0,0,Reject,2
2019_BJgy-n0cK7,2,90,13,1439,216,5,31,2018,25,0,34.625,0.05510164797306061,0,90,21,1,20,1,1,0,2,Reject,2
2019_SyfXKoRqFQ,4,81,11,883,129,4,28,2018,21,1,23.0,0.043589938431978226,1,36,14,1,28,1,1,0,4,Reject,2
2020_ryeQmCVYPS,6,48,6,1398,198,4,40,2019,36,1,32.142857142857146,0.06900785118341446,1,44,32,1,34,1,1,1,1,Reject,2
2019_HJGkisCcKm,4,37,5,727,107,0,41,2018,34,0,24.6,0.051147233694791794,0,32,13,1,7,0,1,0,3,Accept,2
2020_HkxDheHFDr,2,44,6,637,85,4,31,2019,25,0,20.8,0.04592478275299072,0,50,10,1,13,1,1,1,0,Reject,2
2020_Syxss0EYPS,4,49,8,878,138,0,41,2019,28,0,27.833333333333332,0.05758752301335335,0,37,26,1,26,1,1,0,1,Reject,2
2018_rJl3yM-Ab,10,76,9,1107,155,2,36,2017,28,0,34.666666666666664,0.05236000940203667,1,40,15,0,18,1,1,1,4,Accept,2
2020_rygtPhVtDS,7,55,6,1082,148,0,54,2019,23,1,21.0,0.06879964470863342,0,52,24,1,8,1,1,0,3,Reject,2
2017_BJ_MGwqlg,12,61,7,930,128,1,23,2015,18,1,38.5,0.06059148907661438,1,324,16,0,17,0,1,0,0,Reject,3
2020_rJgDT04twH,4,56,7,2231,334,4,49,2018,28,1,27.8,0.06605538725852966,1,52,22,1,17,1,1,1,0,Reject,3
2019_BJluy2RcFm,4,87,10,1001,130,4,49,2019,33,1,23.571428571428573,0.07750947773456573,1,243,13,1,67,1,1,1,4,Accept,1
2019_H1xsSjC9Ym,7,62,8,1199,170,3,38,2018,28,0,27.857142857142858,0.06473836302757263,0,33,16,1,29,1,1,1,5,Accept,2
2019_BJeWOi09FQ,4,48,7,1178,175,3,35,2018,30,1,23.77777777777778,0.06144208833575249,1,46,14,0,11,1,1,1,1,Reject,2
2020_rkgb9kSKwS,4,42,6,1051,152,3,28,2019,24,0,25.714285714285715,0.05276285484433174,0,448,17,1,16,1,1,1,0,Reject,2
2020_ryxUMREYPr,6,85,14,859,123,3,32,2019,30,1,17.444444444444443,0.05341118201613426,1,27,17,1,12,0,1,0,1,Reject,2
2017_ry54RWtxx,4,58,12,971,178,0,16,2016,9,1,23.5,0.0813521072268486,0,118,8,0,7,1,1,0,0,Reject,2
2020_HygFxxrFvB,5,75,8,926,138,8,55,2019,46,0,28.666666666666668,0.0745784267783165,0,52,18,1,22,1,1,1,4,Reject,2
2019_BJgnmhA5KQ,4,69,9,1046,162,3,38,2018,34,0,25.428571428571427,0.06602486968040466,0,33,16,1,17,1,1,1,3,Reject,2
2019_rke41hC5Km,5,47,6,456,75,3,19,2018,16,1,27.333333333333332,0.058450113981962204,0,31,13,1,11,1,1,0,0,Reject,2
2018_Hy8hkYeRb,3,68,9,1418,225,5,18,2017,9,1,26.88888888888889,0.07486733794212341,0,26,15,1,29,0,1,1,0,Reject,2
2019_B1e0X3C9tQ,2,35,5,888,124,2,28,2019,25,0,24.0,0.07019568234682083,0,25,7,0,8,1,1,0,1,Accept,1
2020_SygRikHtvS,3,54,6,1768,289,0,42,2019,24,1,27.416666666666668,0.06652893126010895,0,48,18,1,15,0,1,1,0,Reject,2
2019_r1NDBsAqY7,3,65,8,1194,175,0,32,2018,13,1,40.2,0.06882857531309128,0,42,17,1,7,1,1,1,4,Reject,2
2020_r1geR1BKPr,7,30,3,846,123,3,18,2019,15,0,31.2,0.04674045741558075,1,22,19,1,11,0,1,1,1,Reject,2
2019_SkgzYiRqtX,5,71,9,927,128,2,31,2018,27,1,22.285714285714285,0.06073104962706566,0,229,22,0,7,1,1,0,4,Reject,2
2017_SJCscQcge,2,60,7,1494,226,2,27,2016,25,1,25.3,0.04662667214870453,1,72,9,0,14,1,1,0,4,Reject,2
2019_rkxn7nR5KX,4,63,7,1274,191,3,39,2018,26,1,29.625,0.05144377797842026,0,46,18,0,8,1,1,1,8,Reject,2
2019_Byl8BnRcYm,2,28,4,1376,202,3,28,2018,23,1,30.75,0.07048272341489792,1,182,24,1,16,1,1,1,3,Accept,2
2018_rJoXrxZAZ,5,74,11,736,105,3,16,2017,15,1,20.142857142857142,0.054783787578344345,0,39,10,0,8,1,1,0,1,Reject,2
2019_SkfhIo0qtQ,3,70,9,951,137,3,25,2018,22,1,26.5,0.06221383064985275,0,308,26,1,35,1,1,1,0,Reject,2
2018_H1K6Tb-AZ,5,89,13,1782,264,0,22,2017,20,1,37.875,0.05201712250709534,0,217,14,0,19,1,1,1,0,Reject,2
2020_S1eik6EtPB,7,78,10,1206,172,3,58,2019,53,0,29.714285714285715,0.05815873295068741,1,80,35,1,28,1,1,1,8,Reject,2
2019_HJxwDiActX,3,40,6,1055,152,5,27,2018,20,1,20.0,0.06584221869707108,0,38,22,1,14,0,1,1,0,Accept,2
2020_rJx2slSKDS,3,54,8,1160,166,2,21,2020,17,1,23.875,0.07103552669286728,0,44,20,1,9,1,1,1,5,Reject,1
2020_HklsthVYDH,5,41,7,1166,161,0,40,2019,33,1,20.88888888888889,0.06709489971399307,0,157,16,1,24,1,1,0,1,Reject,2
2019_B1g29oAqtm,2,66,8,870,123,7,35,2018,21,0,24.833333333333332,0.04523184895515442,1,419,17,1,11,0,1,0,0,Reject,2
2019_Hkl-di09FQ,6,126,17,739,106,5,18,2018,17,0,32.75,0.056593213230371475,0,56,17,1,21,1,1,1,0,Reject,2
2019_HkeKVh05Fm,9,66,8,1222,172,0,34,2018,24,1,27.375,0.04848885536193848,1,36,17,0,16,1,1,0,0,Reject,2
2019_r1fWmnR5tm,4,61,8,1098,160,3,29,2018,25,1,28.0,0.055098384618759155,1,54,21,1,12,1,1,0,0,Reject,2
2019_Byldr3RqKX,3,83,11,917,132,3,23,2018,20,1,26.333333333333332,0.06164349243044853,0,854,13,0,24,0,1,1,0,Reject,2
2019_Hyed4i05KX,1,76,8,1221,189,3,33,2018,24,1,41.6,0.07104659080505371,0,86,4,0,0,0,0,0,4,Reject,2
2017_BysvGP5ee,8,29,3,1125,171,2,12,2017,10,1,28.714285714285715,0.043670687824487686,1,61,18,1,9,1,1,0,0,Accept,1
2020_BkgNqkHFPr,7,45,5,1753,270,6,30,2019,20,1,25.692307692307693,0.05691835284233093,0,339,16,1,12,1,1,1,4,Reject,2
2017_SJMGPrcle,12,44,6,970,138,2,30,2017,24,0,30.8,0.06768135726451874,0,45,21,1,30,1,1,0,3,Accept,1
2019_BJfvknCqFQ,5,78,12,655,96,6,29,2018,25,1,17.666666666666668,0.06168343126773834,0,82,13,1,18,1,1,0,2,Reject,2
2020_HygW26VYwS,5,63,7,1164,155,5,33,2019,30,1,30.166666666666668,0.05946927145123482,0,65,17,1,14,1,1,0,1,Reject,2
2018_rkYgAJWCZ,2,49,7,752,121,5,16,2017,13,1,27.6,0.058554746210575104,0,167,14,1,8,1,1,0,0,Reject,2
